title,detail,dueAt,isComplete
"Schedule meeting 13","Review code for security issues.","2026-05-24T04:00:00.000Z",false
"Send email 13","Migrate data to new database.","",true
"Pay bills 13","","",true
"Clean house 13","The fish is hungry so give him some food.","",false
"Exercise 13","Need to wash all dirty clothes before Friday.","",false
"Read book 13","Buy milk, eggs, bread, and vegetables.","2026-07-05T04:00:00.000Z",true
"Learn new skill 13","Call to catch up and discuss plans.","",true
"Organize files 13","Check and approve pending pull requests.","",false
"Update resume 13","Update API documentation with new endpoints.","",false
"Plan vacation 13","Fix critical bugs reported by users.","",true
"Water plants 13","Write unit tests for new features.","2026-07-23T04:00:00.000Z",false
"Walk the dog 13","Deploy latest version to production.","",false
"Prepare presentation 13","Backup all important database records.","",false
"Code review 13","Schedule meeting with team leads.","",false
"Database migration 13","Send follow-up email to clients.","",true
"Feed the fish 14","Pay rent and utility bills.","2026-08-29T04:00:00.000Z",false
"Wash my clothes 14","Deep clean the house.","",false
"Buy groceries 14","Go for a 30-minute jog or run.","",true
"Call mom 14","Finish reading current book.","",true
"Review pull requests 14","Learn React or Vue.js fundamentals.","",false
"Update documentation 14","Organize project files and folders.","2026-02-19T05:00:00.000Z",false
"Fix bugs 14","Update resume with recent projects.","",false
"Write tests 14","Book flights and hotel for vacation.","",false
"Deploy application 14","Water indoor plants.","",false
"Backup database 14","Take dog for a walk in the park.","",false
"Schedule meeting 14","Create slides for presentation.","2026-11-16T05:00:00.000Z",false
"Send email 14","Review code for security issues.","",false
"Pay bills 14","Migrate data to new database.","",false
"Clean house 14","","",true
"Exercise 14","The fish is hungry so give him some food.","",true
"Read book 14","Need to wash all dirty clothes before Friday.","2026-06-27T04:00:00.000Z",true
"Learn new skill 14","Buy milk, eggs, bread, and vegetables.","",true
"Organize files 14","Call to catch up and discuss plans.","",false
"Update resume 14","Check and approve pending pull requests.","",true
"Plan vacation 14","Update API documentation with new endpoints.","",false
"Water plants 14","Fix critical bugs reported by users.","2026-08-11T04:00:00.000Z",true
"Walk the dog 14","Write unit tests for new features.","",true
"Prepare presentation 14","Deploy latest version to production.","",false
"Code review 14","Backup all important database records.","",false
"Database migration 14","Schedule meeting with team leads.","",false
"Feed the fish 15","Send follow-up email to clients.","2026-12-27T05:00:00.000Z",false
"Wash my clothes 15","Pay rent and utility bills.","",false
"Buy groceries 15","Deep clean the house.","",false
"Call mom 15","Go for a 30-minute jog or run.","",false
"Review pull requests 15","Finish reading current book.","",false
"Update documentation 15","Learn React or Vue.js fundamentals.","2026-07-01T04:00:00.000Z",true
"Fix bugs 15","Organize project files and folders.","",false
"Write tests 15","Update resume with recent projects.","",false
"Deploy application 15","Book flights and hotel for vacation.","",true
"Backup database 15","Water indoor plants.","",true
"Schedule meeting 15","Take dog for a walk in the park.","2026-12-08T05:00:00.000Z",false
"Send email 15","Create slides for presentation.","",false
"Pay bills 15","Review code for security issues.","",false
"Clean house 15","Migrate data to new database.","",false
"Exercise 15","","",true
"Read book 15","The fish is hungry so give him some food.","2026-05-19T04:00:00.000Z",false
"Learn new skill 15","Need to wash all dirty clothes before Friday.","",true
"Organize files 15","Buy milk, eggs, bread, and vegetables.","",true
"Update resume 15","Call to catch up and discuss plans.","",false
"Plan vacation 15","Check and approve pending pull requests.","",false
"Water plants 15","Update API documentation with new endpoints.","2026-06-04T04:00:00.000Z",false
"Walk the dog 15","Fix critical bugs reported by users.","",false
"Prepare presentation 15","Write unit tests for new features.","",true
"Code review 15","Deploy latest version to production.","",false
"Database migration 15","Backup all important database records.","",true
"Feed the fish 16","Schedule meeting with team leads.","2026-03-22T04:00:00.000Z",true
"Wash my clothes 16","Send follow-up email to clients.","",false
"Buy groceries 16","Pay rent and utility bills.","",false
"Call mom 16","Deep clean the house.","",true
"Review pull requests 16","Go for a 30-minute jog or run.","",false
"Update documentation 16","Finish reading current book.","2026-04-29T04:00:00.000Z",true
"Fix bugs 16","Learn React or Vue.js fundamentals.","",true
"Write tests 16","Organize project files and folders.","",false
"Deploy application 16","Update resume with recent projects.","",false
"Backup database 16","Book flights and hotel for vacation.","",false
"Schedule meeting 16","Water indoor plants.","2026-04-27T04:00:00.000Z",false
"Send email 16","Take dog for a walk in the park.","",true
"Pay bills 16","Create slides for presentation.","",false
"Clean house 16","Review code for security issues.","",false
"Exercise 16","Migrate data to new database.","",false
"Read book 16","","2026-09-17T04:00:00.000Z",false
"Learn new skill 16","The fish is hungry so give him some food.","",true
"Organize files 16","Need to wash all dirty clothes before Friday.","",true
"Update resume 16","Buy milk, eggs, bread, and vegetables.","",false
"Plan vacation 16","Call to catch up and discuss plans.","",false
"Water plants 16","Check and approve pending pull requests.","2026-04-04T04:00:00.000Z",true
"Walk the dog 16","Update API documentation with new endpoints.","",false
"Prepare presentation 16","Fix critical bugs reported by users.","",false
"Code review 16","Write unit tests for new features.","",true
"Database migration 16","Deploy latest version to production.","",false
"Feed the fish 17","Backup all important database records.","2026-05-25T04:00:00.000Z",false
"Wash my clothes 17","Schedule meeting with team leads.","",false
"Buy groceries 17","Send follow-up email to clients.","",true
"Call mom 17","Pay rent and utility bills.","",false
"Review pull requests 17","Deep clean the house.","",false
"Update documentation 17","Go for a 30-minute jog or run.","2026-08-15T04:00:00.000Z",true
"Fix bugs 17","Finish reading current book.","",false
"Write tests 17","Learn React or Vue.js fundamentals.","",true
"Deploy application 17","Organize project files and folders.","",false
"Backup database 17","Update resume with recent projects.","",false
"Schedule meeting 17","Book flights and hotel for vacation.","2026-01-28T05:00:00.000Z",false
"Send email 17","Water indoor plants.","",true
"Pay bills 17","Take dog for a walk in the park.","",false
"Clean house 17","Create slides for presentation.","",true
"Exercise 17","Review code for security issues.","",false
"Read book 17","Migrate data to new database.","2026-05-22T04:00:00.000Z",false
"Learn new skill 17","","",false
"Organize files 17","The fish is hungry so give him some food.","",false
"Update resume 17","Need to wash all dirty clothes before Friday.","",false
"Plan vacation 17","Buy milk, eggs, bread, and vegetables.","",false
"Water plants 17","Call to catch up and discuss plans.","2026-10-01T04:00:00.000Z",false
"Walk the dog 17","Check and approve pending pull requests.","",true
"Prepare presentation 17","Update API documentation with new endpoints.","",false
"Code review 17","Fix critical bugs reported by users.","",false
"Database migration 17","Write unit tests for new features.","",false
"Feed the fish 18","Deploy latest version to production.","2026-05-29T04:00:00.000Z",true
"Wash my clothes 18","Backup all important database records.","",false
"Buy groceries 18","Schedule meeting with team leads.","",false
"Call mom 18","Send follow-up email to clients.","",false
"Review pull requests 18","Pay rent and utility bills.","",false
"Update documentation 18","Deep clean the house.","2026-08-23T04:00:00.000Z",false
"Fix bugs 18","Go for a 30-minute jog or run.","",false
"Write tests 18","Finish reading current book.","",true
"Deploy application 18","Learn React or Vue.js fundamentals.","",true
"Backup database 18","Organize project files and folders.","",true
"Schedule meeting 18","Update resume with recent projects.","2026-04-11T04:00:00.000Z",false
"Send email 18","Book flights and hotel for vacation.","",false
"Pay bills 18","Water indoor plants.","",false
"Clean house 18","Take dog for a walk in the park.","",false
"Exercise 18","Create slides for presentation.","",false
"Read book 18","Review code for security issues.","2026-03-14T04:00:00.000Z",false
"Learn new skill 18","Migrate data to new database.","",true
"Organize files 18","","",false
"Update resume 18","The fish is hungry so give him some food.","",false
"Plan vacation 18","Need to wash all dirty clothes before Friday.","",false
"Water plants 18","Buy milk, eggs, bread, and vegetables.","2026-06-29T04:00:00.000Z",false
"Walk the dog 18","Call to catch up and discuss plans.","",true
"Prepare presentation 18","Check and approve pending pull requests.","",false
"Code review 18","Update API documentation with new endpoints.","",false
"Database migration 18","Fix critical bugs reported by users.","",true
"Feed the fish 19","Write unit tests for new features.","2026-08-18T04:00:00.000Z",false
"Wash my clothes 19","Deploy latest version to production.","",false
"Buy groceries 19","Backup all important database records.","",false
"Call mom 19","Schedule meeting with team leads.","",false
"Review pull requests 19","Send follow-up email to clients.","",true
"Update documentation 19","Pay rent and utility bills.","2026-05-20T04:00:00.000Z",true
"Fix bugs 19","Deep clean the house.","",false
"Write tests 19","Go for a 30-minute jog or run.","",false
"Deploy application 19","Finish reading current book.","",true
"Backup database 19","Learn React or Vue.js fundamentals.","",false
"Schedule meeting 19","Organize project files and folders.","2026-09-22T04:00:00.000Z",false
"Send email 19","Update resume with recent projects.","",false
"Pay bills 19","Book flights and hotel for vacation.","",false
"Clean house 19","Water indoor plants.","",true
"Exercise 19","Take dog for a walk in the park.","",true
"Read book 19","Create slides for presentation.","2026-01-12T05:00:00.000Z",false
"Learn new skill 19","Review code for security issues.","",true
"Organize files 19","Migrate data to new database.","",false
"Update resume 19","","",true
"Plan vacation 19","The fish is hungry so give him some food.","",true
"Water plants 19","Need to wash all dirty clothes before Friday.","2026-06-21T04:00:00.000Z",false
"Walk the dog 19","Buy milk, eggs, bread, and vegetables.","",true
"Prepare presentation 19","Call to catch up and discuss plans.","",false
"Code review 19","Check and approve pending pull requests.","",false
"Database migration 19","Update API documentation with new endpoints.","",false
"Feed the fish 20","Fix critical bugs reported by users.","2026-12-16T05:00:00.000Z",false
"Wash my clothes 20","Write unit tests for new features.","",false
"Buy groceries 20","Deploy latest version to production.","",false
"Call mom 20","Backup all important database records.","",true
"Review pull requests 20","Schedule meeting with team leads.","",false
"Update documentation 20","Send follow-up email to clients.","2026-05-13T04:00:00.000Z",false
"Fix bugs 20","Pay rent and utility bills.","",false
"Write tests 20","Deep clean the house.","",false
"Deploy application 20","Go for a 30-minute jog or run.","",false
"Backup database 20","Finish reading current book.","",false
"Schedule meeting 20","Learn React or Vue.js fundamentals.","2026-10-16T04:00:00.000Z",false
"Send email 20","Organize project files and folders.","",false
"Pay bills 20","Update resume with recent projects.","",false
"Clean house 20","Book flights and hotel for vacation.","",true
"Exercise 20","Water indoor plants.","",false
"Read book 20","Take dog for a walk in the park.","2026-09-01T04:00:00.000Z",false
"Learn new skill 20","Create slides for presentation.","",false
"Organize files 20","Review code for security issues.","",false
"Update resume 20","Migrate data to new database.","",true
"Plan vacation 20","","",false
"Water plants 20","The fish is hungry so give him some food.","2026-07-21T04:00:00.000Z",false
"Walk the dog 20","Need to wash all dirty clothes before Friday.","",false
"Prepare presentation 20","Buy milk, eggs, bread, and vegetables.","",true
"Code review 20","Call to catch up and discuss plans.","",false
"Database migration 20","Check and approve pending pull requests.","",true
"Feed the fish 21","Update API documentation with new endpoints.","2026-12-19T05:00:00.000Z",false
"Wash my clothes 21","Fix critical bugs reported by users.","",false
"Buy groceries 21","Write unit tests for new features.","",false
"Call mom 21","Deploy latest version to production.","",false
"Review pull requests 21","Backup all important database records.","",true
"Update documentation 21","Schedule meeting with team leads.","2026-05-05T04:00:00.000Z",false
"Fix bugs 21","Send follow-up email to clients.","",true
"Write tests 21","Pay rent and utility bills.","",true
"Deploy application 21","Deep clean the house.","",false
"Backup database 21","Go for a 30-minute jog or run.","",true
"Schedule meeting 21","Finish reading current book.","2026-02-09T05:00:00.000Z",true
"Send email 21","Learn React or Vue.js fundamentals.","",true
"Pay bills 21","Organize project files and folders.","",false
"Clean house 21","Update resume with recent projects.","",true
"Exercise 21","Book flights and hotel for vacation.","",false
"Read book 21","Water indoor plants.","2026-03-27T04:00:00.000Z",false
"Learn new skill 21","Take dog for a walk in the park.","",false
"Organize files 21","Create slides for presentation.","",false
"Update resume 21","Review code for security issues.","",false
"Plan vacation 21","Migrate data to new database.","",false
"Water plants 21","","2026-05-07T04:00:00.000Z",false
"Walk the dog 21","The fish is hungry so give him some food.","",false
"Prepare presentation 21","Need to wash all dirty clothes before Friday.","",false
"Code review 21","Buy milk, eggs, bread, and vegetables.","",false
"Database migration 21","Call to catch up and discuss plans.","",true
"Feed the fish 22","Check and approve pending pull requests.","2026-03-24T04:00:00.000Z",false
"Wash my clothes 22","Update API documentation with new endpoints.","",true
"Buy groceries 22","Fix critical bugs reported by users.","",false
"Call mom 22","Write unit tests for new features.","",false
"Review pull requests 22","Deploy latest version to production.","",true
"Update documentation 22","Backup all important database records.","2026-12-11T05:00:00.000Z",false
"Fix bugs 22","Schedule meeting with team leads.","",false
"Write tests 22","Send follow-up email to clients.","",true
"Deploy application 22","Pay rent and utility bills.","",true
"Backup database 22","Deep clean the house.","",false
"Schedule meeting 22","Go for a 30-minute jog or run.","2026-07-04T04:00:00.000Z",true
"Send email 22","Finish reading current book.","",true
"Pay bills 22","Learn React or Vue.js fundamentals.","",false
"Clean house 22","Organize project files and folders.","",true
"Exercise 22","Update resume with recent projects.","",false
"Read book 22","Book flights and hotel for vacation.","2026-07-09T04:00:00.000Z",false
"Learn new skill 22","Water indoor plants.","",false
"Organize files 22","Take dog for a walk in the park.","",true
"Update resume 22","Create slides for presentation.","",false
"Plan vacation 22","Review code for security issues.","",false
"Water plants 22","Migrate data to new database.","2026-04-22T04:00:00.000Z",false
"Walk the dog 22","","",true
"Prepare presentation 22","The fish is hungry so give him some food.","",false
"Code review 22","Need to wash all dirty clothes before Friday.","",false
"Database migration 22","Buy milk, eggs, bread, and vegetables.","",true
"Feed the fish 23","Call to catch up and discuss plans.","2026-07-20T04:00:00.000Z",false
"Wash my clothes 23","Check and approve pending pull requests.","",false
"Buy groceries 23","Update API documentation with new endpoints.","",true
"Call mom 23","Fix critical bugs reported by users.","",true
"Review pull requests 23","Write unit tests for new features.","",true
"Update documentation 23","Deploy latest version to production.","2026-11-30T05:00:00.000Z",false
"Fix bugs 23","Backup all important database records.","",false
"Write tests 23","Schedule meeting with team leads.","",false
"Deploy application 23","Send follow-up email to clients.","",false
"Backup database 23","Pay rent and utility bills.","",true
"Schedule meeting 23","Deep clean the house.","2026-08-23T04:00:00.000Z",false
"Send email 23","Go for a 30-minute jog or run.","",false
"Pay bills 23","Finish reading current book.","",false
"Clean house 23","Learn React or Vue.js fundamentals.","",true
"Exercise 23","Organize project files and folders.","",false
"Read book 23","Update resume with recent projects.","2026-03-19T04:00:00.000Z",false
"Learn new skill 23","Book flights and hotel for vacation.","",true
"Organize files 23","Water indoor plants.","",true
"Update resume 23","Take dog for a walk in the park.","",false
"Plan vacation 23","Create slides for presentation.","",false
"Water plants 23","Review code for security issues.","2026-11-28T05:00:00.000Z",false
"Walk the dog 23","Migrate data to new database.","",false
"Prepare presentation 23","","",false
"Code review 23","The fish is hungry so give him some food.","",false
"Database migration 23","Need to wash all dirty clothes before Friday.","",false
"Feed the fish 24","Buy milk, eggs, bread, and vegetables.","2026-06-19T04:00:00.000Z",false
"Wash my clothes 24","Call to catch up and discuss plans.","",false
"Buy groceries 24","Check and approve pending pull requests.","",false
"Call mom 24","Update API documentation with new endpoints.","",false
"Review pull requests 24","Fix critical bugs reported by users.","",false
"Update documentation 24","Write unit tests for new features.","2026-12-20T05:00:00.000Z",true
"Fix bugs 24","Deploy latest version to production.","",false
"Write tests 24","Backup all important database records.","",false
"Deploy application 24","Schedule meeting with team leads.","",false
"Backup database 24","Send follow-up email to clients.","",true
"Schedule meeting 24","Pay rent and utility bills.","2026-11-03T05:00:00.000Z",false
"Send email 24","Deep clean the house.","",false
"Pay bills 24","Go for a 30-minute jog or run.","",false
"Clean house 24","Finish reading current book.","",false
"Exercise 24","Learn React or Vue.js fundamentals.","",false
"Read book 24","Organize project files and folders.","2026-07-10T04:00:00.000Z",true
"Learn new skill 24","Update resume with recent projects.","",false
"Organize files 24","Book flights and hotel for vacation.","",false
"Update resume 24","Water indoor plants.","",false
"Plan vacation 24","Take dog for a walk in the park.","",false
"Water plants 24","Create slides for presentation.","2026-10-21T04:00:00.000Z",false
"Walk the dog 24","Review code for security issues.","",true
"Prepare presentation 24","Migrate data to new database.","",false
"Code review 24","","",false
"Database migration 24","The fish is hungry so give him some food.","",true
"Feed the fish 25","Need to wash all dirty clothes before Friday.","2026-06-03T04:00:00.000Z",false
"Wash my clothes 25","Buy milk, eggs, bread, and vegetables.","",false
"Buy groceries 25","Call to catch up and discuss plans.","",false
"Call mom 25","Check and approve pending pull requests.","",false
"Review pull requests 25","Update API documentation with new endpoints.","",true
"Update documentation 25","Fix critical bugs reported by users.","2026-06-05T04:00:00.000Z",false
"Fix bugs 25","Write unit tests for new features.","",false
"Write tests 25","Deploy latest version to production.","",false
"Deploy application 25","Backup all important database records.","",false
"Backup database 25","Schedule meeting with team leads.","",true
"Schedule meeting 25","Send follow-up email to clients.","2026-02-02T05:00:00.000Z",true
"Send email 25","Pay rent and utility bills.","",true
"Pay bills 25","Deep clean the house.","",false
"Clean house 25","Go for a 30-minute jog or run.","",true
"Exercise 25","Finish reading current book.","",false
"Read book 25","Learn React or Vue.js fundamentals.","2026-01-10T05:00:00.000Z",false
"Learn new skill 25","Organize project files and folders.","",false
"Organize files 25","Update resume with recent projects.","",true
"Update resume 25","Book flights and hotel for vacation.","",false
"Plan vacation 25","Water indoor plants.","",true
"Water plants 25","Take dog for a walk in the park.","2026-04-05T04:00:00.000Z",false
"Walk the dog 25","Create slides for presentation.","",false
"Prepare presentation 25","Review code for security issues.","",false
"Code review 25","Migrate data to new database.","",true
"Database migration 25","","",false
"Feed the fish 26","The fish is hungry so give him some food.","2026-11-19T05:00:00.000Z",true
"Wash my clothes 26","Need to wash all dirty clothes before Friday.","",false
"Buy groceries 26","Buy milk, eggs, bread, and vegetables.","",false
"Call mom 26","Call to catch up and discuss plans.","",false
"Review pull requests 26","Check and approve pending pull requests.","",false
"Update documentation 26","Update API documentation with new endpoints.","2026-08-28T04:00:00.000Z",false
"Fix bugs 26","Fix critical bugs reported by users.","",true
"Write tests 26","Write unit tests for new features.","",false
"Deploy application 26","Deploy latest version to production.","",true
"Backup database 26","Backup all important database records.","",false
"Schedule meeting 26","Schedule meeting with team leads.","2026-04-10T04:00:00.000Z",true
"Send email 26","Send follow-up email to clients.","",false
"Pay bills 26","Pay rent and utility bills.","",false
"Clean house 26","Deep clean the house.","",false
"Exercise 26","Go for a 30-minute jog or run.","",false
"Read book 26","Finish reading current book.","2026-04-07T04:00:00.000Z",false
"Learn new skill 26","Learn React or Vue.js fundamentals.","",true
