title,detail,dueAt,isComplete
"Organize files 26","Organize project files and folders.","",false
"Update resume 26","Update resume with recent projects.","",false
"Plan vacation 26","Book flights and hotel for vacation.","",false
"Water plants 26","Water indoor plants.","2026-02-05T05:00:00.000Z",false
"Walk the dog 26","Take dog for a walk in the park.","",false
"Prepare presentation 26","Create slides for presentation.","",false
"Code review 26","Review code for security issues.","",false
"Database migration 26","Migrate data to new database.","",true
"Feed the fish 27","","2026-10-18T04:00:00.000Z",false
"Wash my clothes 27","The fish is hungry so give him some food.","",false
"Buy groceries 27","Need to wash all dirty clothes before Friday.","",false
"Call mom 27","Buy milk, eggs, bread, and vegetables.","",false
"Review pull requests 27","Call to catch up and discuss plans.","",false
"Update documentation 27","Check and approve pending pull requests.","2026-03-24T04:00:00.000Z",false
"Fix bugs 27","Update API documentation with new endpoints.","",true
"Write tests 27","Fix critical bugs reported by users.","",false
"Deploy application 27","Write unit tests for new features.","",false
"Backup database 27","Deploy latest version to production.","",false
"Schedule meeting 27","Backup all important database records.","2026-12-26T05:00:00.000Z",false
"Send email 27","Schedule meeting with team leads.","",true
"Pay bills 27","Send follow-up email to clients.","",true
"Clean house 27","Pay rent and utility bills.","",false
"Exercise 27","Deep clean the house.","",false
"Read book 27","Go for a 30-minute jog or run.","2026-02-17T05:00:00.000Z",true
"Learn new skill 27","Finish reading current book.","",true
"Organize files 27","Learn React or Vue.js fundamentals.","",false
"Update resume 27","Organize project files and folders.","",false
"Plan vacation 27","Update resume with recent projects.","",false
"Water plants 27","Book flights and hotel for vacation.","2026-06-15T04:00:00.000Z",false
"Walk the dog 27","Water indoor plants.","",false
"Prepare presentation 27","Take dog for a walk in the park.","",true
"Code review 27","Create slides for presentation.","",false
"Database migration 27","Review code for security issues.","",true
"Feed the fish 28","Migrate data to new database.","2026-12-22T05:00:00.000Z",false
"Wash my clothes 28","","",false
"Buy groceries 28","The fish is hungry so give him some food.","",false
"Call mom 28","Need to wash all dirty clothes before Friday.","",false
"Review pull requests 28","Buy milk, eggs, bread, and vegetables.","",true
"Update documentation 28","Call to catch up and discuss plans.","2026-09-15T04:00:00.000Z",false
"Fix bugs 28","Check and approve pending pull requests.","",false
"Write tests 28","Update API documentation with new endpoints.","",false
"Deploy application 28","Fix critical bugs reported by users.","",false
"Backup database 28","Write unit tests for new features.","",false
"Schedule meeting 28","Deploy latest version to production.","2026-09-07T04:00:00.000Z",true
"Send email 28","Backup all important database records.","",false
"Pay bills 28","Schedule meeting with team leads.","",false
"Clean house 28","Send follow-up email to clients.","",true
"Exercise 28","Pay rent and utility bills.","",false
"Read book 28","Deep clean the house.","2026-09-29T04:00:00.000Z",true
"Learn new skill 28","Go for a 30-minute jog or run.","",false
"Organize files 28","Finish reading current book.","",true
"Update resume 28","Learn React or Vue.js fundamentals.","",true
"Plan vacation 28","Organize project files and folders.","",false
"Water plants 28","Update resume with recent projects.","2026-09-10T04:00:00.000Z",false
"Walk the dog 28","Book flights and hotel for vacation.","",true
"Prepare presentation 28","Water indoor plants.","",false
"Code review 28","Take dog for a walk in the park.","",false
"Database migration 28","Create slides for presentation.","",true
"Feed the fish 29","Review code for security issues.","2026-08-27T04:00:00.000Z",false
"Wash my clothes 29","Migrate data to new database.","",false
"Buy groceries 29","","",false
"Call mom 29","The fish is hungry so give him some food.","",false
"Review pull requests 29","Need to wash all dirty clothes before Friday.","",false
"Update documentation 29","Buy milk, eggs, bread, and vegetables.","2026-12-30T05:00:00.000Z",true
"Fix bugs 29","Call to catch up and discuss plans.","",true
"Write tests 29","Check and approve pending pull requests.","",false
"Deploy application 29","Update API documentation with new endpoints.","",true
"Backup database 29","Fix critical bugs reported by users.","",false
"Schedule meeting 29","Write unit tests for new features.","2026-08-27T04:00:00.000Z",false
"Send email 29","Deploy latest version to production.","",true
"Pay bills 29","Backup all important database records.","",true
"Clean house 29","Schedule meeting with team leads.","",false
"Exercise 29","Send follow-up email to clients.","",false
"Read book 29","Pay rent and utility bills.","2026-06-15T04:00:00.000Z",false
"Learn new skill 29","Deep clean the house.","",true
"Organize files 29","Go for a 30-minute jog or run.","",true
"Update resume 29","Finish reading current book.","",true
"Plan vacation 29","Learn React or Vue.js fundamentals.","",true
"Water plants 29","Organize project files and folders.","2026-09-23T04:00:00.000Z",false
"Walk the dog 29","Update resume with recent projects.","",false
"Prepare presentation 29","Book flights and hotel for vacation.","",false
"Code review 29","Water indoor plants.","",false
"Database migration 29","Take dog for a walk in the park.","",false
"Feed the fish 30","Create slides for presentation.","2026-08-03T04:00:00.000Z",false
"Wash my clothes 30","Review code for security issues.","",true
"Buy groceries 30","Migrate data to new database.","",false
"Call mom 30","","",false
"Review pull requests 30","The fish is hungry so give him some food.","",true
"Update documentation 30","Need to wash all dirty clothes before Friday.","2026-03-07T05:00:00.000Z",false
"Fix bugs 30","Buy milk, eggs, bread, and vegetables.","",false
"Write tests 30","Call to catch up and discuss plans.","",false
"Deploy application 30","Check and approve pending pull requests.","",false
"Backup database 30","Update API documentation with new endpoints.","",false
"Schedule meeting 30","Fix critical bugs reported by users.","2026-04-02T04:00:00.000Z",false
"Send email 30","Write unit tests for new features.","",true
"Pay bills 30","Deploy latest version to production.","",false
"Clean house 30","Backup all important database records.","",false
"Exercise 30","Schedule meeting with team leads.","",true
"Read book 30","Send follow-up email to clients.","2026-07-11T04:00:00.000Z",false
"Learn new skill 30","Pay rent and utility bills.","",true
"Organize files 30","Deep clean the house.","",false
"Update resume 30","Go for a 30-minute jog or run.","",false
"Plan vacation 30","Finish reading current book.","",true
"Water plants 30","Learn React or Vue.js fundamentals.","2026-10-02T04:00:00.000Z",true
"Walk the dog 30","Organize project files and folders.","",false
"Prepare presentation 30","Update resume with recent projects.","",false
"Code review 30","Book flights and hotel for vacation.","",false
"Database migration 30","Water indoor plants.","",false
"Feed the fish 31","Take dog for a walk in the park.","2026-02-18T05:00:00.000Z",false
"Wash my clothes 31","Create slides for presentation.","",false
"Buy groceries 31","Review code for security issues.","",true
"Call mom 31","Migrate data to new database.","",false
"Review pull requests 31","","",false
"Update documentation 31","The fish is hungry so give him some food.","2026-08-28T04:00:00.000Z",false
"Fix bugs 31","Need to wash all dirty clothes before Friday.","",true
"Write tests 31","Buy milk, eggs, bread, and vegetables.","",true
"Deploy application 31","Call to catch up and discuss plans.","",false
"Backup database 31","Check and approve pending pull requests.","",false
"Schedule meeting 31","Update API documentation with new endpoints.","2026-10-26T04:00:00.000Z",false
"Send email 31","Fix critical bugs reported by users.","",false
"Pay bills 31","Write unit tests for new features.","",true
"Clean house 31","Deploy latest version to production.","",false
"Exercise 31","Backup all important database records.","",false
"Read book 31","Schedule meeting with team leads.","2026-07-24T04:00:00.000Z",true
"Learn new skill 31","Send follow-up email to clients.","",false
"Organize files 31","Pay rent and utility bills.","",false
"Update resume 31","Deep clean the house.","",false
"Plan vacation 31","Go for a 30-minute jog or run.","",true
"Water plants 31","Finish reading current book.","2026-08-07T04:00:00.000Z",true
"Walk the dog 31","Learn React or Vue.js fundamentals.","",false
"Prepare presentation 31","Organize project files and folders.","",false
"Code review 31","Update resume with recent projects.","",false
"Database migration 31","Book flights and hotel for vacation.","",false
"Feed the fish 32","Water indoor plants.","2026-11-02T05:00:00.000Z",false
"Wash my clothes 32","Take dog for a walk in the park.","",false
"Buy groceries 32","Create slides for presentation.","",true
"Call mom 32","Review code for security issues.","",false
"Review pull requests 32","Migrate data to new database.","",true
"Update documentation 32","","2026-08-11T04:00:00.000Z",true
"Fix bugs 32","The fish is hungry so give him some food.","",false
"Write tests 32","Need to wash all dirty clothes before Friday.","",true
"Deploy application 32","Buy milk, eggs, bread, and vegetables.","",true
"Backup database 32","Call to catch up and discuss plans.","",true
"Schedule meeting 32","Check and approve pending pull requests.","2026-03-19T04:00:00.000Z",true
"Send email 32","Update API documentation with new endpoints.","",false
"Pay bills 32","Fix critical bugs reported by users.","",false
"Clean house 32","Write unit tests for new features.","",true
"Exercise 32","Deploy latest version to production.","",false
"Read book 32","Backup all important database records.","2026-03-11T04:00:00.000Z",false
"Learn new skill 32","Schedule meeting with team leads.","",false
"Organize files 32","Send follow-up email to clients.","",false
"Update resume 32","Pay rent and utility bills.","",true
"Plan vacation 32","Deep clean the house.","",true
"Water plants 32","Go for a 30-minute jog or run.","2026-10-09T04:00:00.000Z",false
"Walk the dog 32","Finish reading current book.","",false
"Prepare presentation 32","Learn React or Vue.js fundamentals.","",false
"Code review 32","Organize project files and folders.","",false
"Database migration 32","Update resume with recent projects.","",false
"Feed the fish 33","Book flights and hotel for vacation.","2026-03-02T05:00:00.000Z",true
"Wash my clothes 33","Water indoor plants.","",false
"Buy groceries 33","Take dog for a walk in the park.","",false
"Call mom 33","Create slides for presentation.","",true
"Review pull requests 33","Review code for security issues.","",false
"Update documentation 33","Migrate data to new database.","2026-09-04T04:00:00.000Z",true
"Fix bugs 33","","",true
"Write tests 33","The fish is hungry so give him some food.","",false
"Deploy application 33","Need to wash all dirty clothes before Friday.","",true
"Backup database 33","Buy milk, eggs, bread, and vegetables.","",true
"Schedule meeting 33","Call to catch up and discuss plans.","2026-05-30T04:00:00.000Z",true
"Send email 33","Check and approve pending pull requests.","",false
"Pay bills 33","Update API documentation with new endpoints.","",true
"Clean house 33","Fix critical bugs reported by users.","",true
"Exercise 33","Write unit tests for new features.","",true
"Read book 33","Deploy latest version to production.","2026-05-23T04:00:00.000Z",true
"Learn new skill 33","Backup all important database records.","",true
"Organize files 33","Schedule meeting with team leads.","",true
"Update resume 33","Send follow-up email to clients.","",false
"Plan vacation 33","Pay rent and utility bills.","",true
"Water plants 33","Deep clean the house.","2026-12-16T05:00:00.000Z",false
"Walk the dog 33","Go for a 30-minute jog or run.","",false
"Prepare presentation 33","Finish reading current book.","",false
"Code review 33","Learn React or Vue.js fundamentals.","",false
"Database migration 33","Organize project files and folders.","",false
"Feed the fish 34","Update resume with recent projects.","2026-10-12T04:00:00.000Z",false
"Wash my clothes 34","Book flights and hotel for vacation.","",false
"Buy groceries 34","Water indoor plants.","",false
"Call mom 34","Take dog for a walk in the park.","",false
"Review pull requests 34","Create slides for presentation.","",true
"Update documentation 34","Review code for security issues.","2026-07-15T04:00:00.000Z",false
"Fix bugs 34","Migrate data to new database.","",true
"Write tests 34","","",false
"Deploy application 34","The fish is hungry so give him some food.","",false
"Backup database 34","Need to wash all dirty clothes before Friday.","",false
"Schedule meeting 34","Buy milk, eggs, bread, and vegetables.","2026-09-15T04:00:00.000Z",false
"Send email 34","Call to catch up and discuss plans.","",false
"Pay bills 34","Check and approve pending pull requests.","",false
"Clean house 34","Update API documentation with new endpoints.","",false
"Exercise 34","Fix critical bugs reported by users.","",true
"Read book 34","Write unit tests for new features.","2026-02-06T05:00:00.000Z",true
"Learn new skill 34","Deploy latest version to production.","",true
"Organize files 34","Backup all important database records.","",true
"Update resume 34","Schedule meeting with team leads.","",false
"Plan vacation 34","Send follow-up email to clients.","",false
"Water plants 34","Pay rent and utility bills.","2026-10-03T04:00:00.000Z",false
"Walk the dog 34","Deep clean the house.","",false
"Prepare presentation 34","Go for a 30-minute jog or run.","",false
"Code review 34","Finish reading current book.","",false
"Database migration 34","Learn React or Vue.js fundamentals.","",false
"Feed the fish 35","Organize project files and folders.","2026-06-02T04:00:00.000Z",false
"Wash my clothes 35","Update resume with recent projects.","",false
"Buy groceries 35","Book flights and hotel for vacation.","",false
"Call mom 35","Water indoor plants.","",true
"Review pull requests 35","Take dog for a walk in the park.","",false
"Update documentation 35","Create slides for presentation.","2026-06-06T04:00:00.000Z",true
"Fix bugs 35","Review code for security issues.","",true
"Write tests 35","Migrate data to new database.","",false
"Deploy application 35","","",true
"Backup database 35","The fish is hungry so give him some food.","",true
"Schedule meeting 35","Need to wash all dirty clothes before Friday.","2026-11-07T05:00:00.000Z",false
"Send email 35","Buy milk, eggs, bread, and vegetables.","",false
"Pay bills 35","Call to catch up and discuss plans.","",true
"Clean house 35","Check and approve pending pull requests.","",false
"Exercise 35","Update API documentation with new endpoints.","",true
"Read book 35","Fix critical bugs reported by users.","2026-01-17T05:00:00.000Z",false
"Learn new skill 35","Write unit tests for new features.","",false
"Organize files 35","Deploy latest version to production.","",false
"Update resume 35","Backup all important database records.","",true
"Plan vacation 35","Schedule meeting with team leads.","",true
"Water plants 35","Send follow-up email to clients.","2026-06-18T04:00:00.000Z",false
"Walk the dog 35","Pay rent and utility bills.","",false
"Prepare presentation 35","Deep clean the house.","",false
"Code review 35","Go for a 30-minute jog or run.","",false
"Database migration 35","Finish reading current book.","",false
"Feed the fish 36","Learn React or Vue.js fundamentals.","2026-10-18T04:00:00.000Z",false
"Wash my clothes 36","Organize project files and folders.","",false
"Buy groceries 36","Update resume with recent projects.","",false
"Call mom 36","Book flights and hotel for vacation.","",false
"Review pull requests 36","Water indoor plants.","",true
"Update documentation 36","Take dog for a walk in the park.","2026-02-21T05:00:00.000Z",false
"Fix bugs 36","Create slides for presentation.","",false
"Write tests 36","Review code for security issues.","",false
"Deploy application 36","Migrate data to new database.","",false
"Backup database 36","","",false
"Schedule meeting 36","The fish is hungry so give him some food.","2026-12-04T05:00:00.000Z",false
"Send email 36","Need to wash all dirty clothes before Friday.","",false
"Pay bills 36","Buy milk, eggs, bread, and vegetables.","",false
"Clean house 36","Call to catch up and discuss plans.","",false
"Exercise 36","Check and approve pending pull requests.","",true
"Read book 36","Update API documentation with new endpoints.","2026-01-04T05:00:00.000Z",false
"Learn new skill 36","Fix critical bugs reported by users.","",true
"Organize files 36","Write unit tests for new features.","",false
"Update resume 36","Deploy latest version to production.","",false
"Plan vacation 36","Backup all important database records.","",false
"Water plants 36","Schedule meeting with team leads.","2026-03-01T05:00:00.000Z",false
"Walk the dog 36","Send follow-up email to clients.","",false
"Prepare presentation 36","Pay rent and utility bills.","",true
"Code review 36","Deep clean the house.","",true
"Database migration 36","Go for a 30-minute jog or run.","",false
"Feed the fish 37","Finish reading current book.","2026-08-08T04:00:00.000Z",true
"Wash my clothes 37","Learn React or Vue.js fundamentals.","",false
"Buy groceries 37","Organize project files and folders.","",false
"Call mom 37","Update resume with recent projects.","",false
"Review pull requests 37","Book flights and hotel for vacation.","",false
"Update documentation 37","Water indoor plants.","2026-07-22T04:00:00.000Z",false
"Fix bugs 37","Take dog for a walk in the park.","",false
"Write tests 37","Create slides for presentation.","",true
"Deploy application 37","Review code for security issues.","",false
"Backup database 37","Migrate data to new database.","",false
"Schedule meeting 37","","2026-11-27T05:00:00.000Z",false
"Send email 37","The fish is hungry so give him some food.","",false
"Pay bills 37","Need to wash all dirty clothes before Friday.","",true
"Clean house 37","Buy milk, eggs, bread, and vegetables.","",false
"Exercise 37","Call to catch up and discuss plans.","",true
"Read book 37","Check and approve pending pull requests.","2026-01-27T05:00:00.000Z",false
"Learn new skill 37","Update API documentation with new endpoints.","",false
"Organize files 37","Fix critical bugs reported by users.","",true
"Update resume 37","Write unit tests for new features.","",false
"Plan vacation 37","Deploy latest version to production.","",false
"Water plants 37","Backup all important database records.","2026-03-29T04:00:00.000Z",false
"Walk the dog 37","Schedule meeting with team leads.","",false
"Prepare presentation 37","Send follow-up email to clients.","",false
"Code review 37","Pay rent and utility bills.","",false
"Database migration 37","Deep clean the house.","",false
"Feed the fish 38","Go for a 30-minute jog or run.","2026-10-13T04:00:00.000Z",false
"Wash my clothes 38","Finish reading current book.","",true
"Buy groceries 38","Learn React or Vue.js fundamentals.","",true
"Call mom 38","Organize project files and folders.","",true
"Review pull requests 38","Update resume with recent projects.","",true
"Update documentation 38","Book flights and hotel for vacation.","2026-11-15T05:00:00.000Z",false
"Fix bugs 38","Water indoor plants.","",false
"Write tests 38","Take dog for a walk in the park.","",false
"Deploy application 38","Create slides for presentation.","",false
"Backup database 38","Review code for security issues.","",false
"Schedule meeting 38","Migrate data to new database.","2026-01-01T05:00:00.000Z",false
"Send email 38","","",false
"Pay bills 38","The fish is hungry so give him some food.","",false
"Clean house 38","Need to wash all dirty clothes before Friday.","",false
"Exercise 38","Buy milk, eggs, bread, and vegetables.","",false
"Read book 38","Call to catch up and discuss plans.","2026-10-23T04:00:00.000Z",true
"Learn new skill 38","Check and approve pending pull requests.","",true
"Organize files 38","Update API documentation with new endpoints.","",false
"Update resume 38","Fix critical bugs reported by users.","",false
"Plan vacation 38","Write unit tests for new features.","",false
"Water plants 38","Deploy latest version to production.","2026-04-15T04:00:00.000Z",true
"Walk the dog 38","Backup all important database records.","",true
"Prepare presentation 38","Schedule meeting with team leads.","",true
"Code review 38","Send follow-up email to clients.","",false
"Database migration 38","Pay rent and utility bills.","",false
"Feed the fish 39","Deep clean the house.","2026-11-01T04:00:00.000Z",false
"Wash my clothes 39","Go for a 30-minute jog or run.","",true
"Buy groceries 39","Finish reading current book.","",false
"Call mom 39","Learn React or Vue.js fundamentals.","",false
"Review pull requests 39","Organize project files and folders.","",false
"Update documentation 39","Update resume with recent projects.","2026-05-16T04:00:00.000Z",true
"Fix bugs 39","Book flights and hotel for vacation.","",true
"Write tests 39","Water indoor plants.","",false
"Deploy application 39","Take dog for a walk in the park.","",true
"Backup database 39","Create slides for presentation.","",true
"Schedule meeting 39","Review code for security issues.","2026-08-08T04:00:00.000Z",false
"Send email 39","Migrate data to new database.","",false
"Pay bills 39","","",false
"Clean house 39","The fish is hungry so give him some food.","",false
"Exercise 39","Need to wash all dirty clothes before Friday.","",false
"Read book 39","Buy milk, eggs, bread, and vegetables.","2026-07-16T04:00:00.000Z",false
"Learn new skill 39","Call to catch up and discuss plans.","",true
"Organize files 39","Check and approve pending pull requests.","",false
"Update resume 39","Update API documentation with new endpoints.","",false
"Plan vacation 39","Fix critical bugs reported by users.","",false
"Water plants 39","Write unit tests for new features.","2026-01-26T05:00:00.000Z",false
"Walk the dog 39","Deploy latest version to production.","",false
"Prepare presentation 39","Backup all important database records.","",false
"Code review 39","Schedule meeting with team leads.","",false
"Database migration 39","Send follow-up email to clients.","",false
